2026-02-17 11:44:31,ping,youtube.com,5.804,Success
2026-02-17 11:44:55,ping,youtube.com,4.492,Success
2026-02-17 11:44:58,nslookup,youtube.com,192.178.192.93,Success
2026-02-17 11:45:37,ping,192.178.192.93,4.133,Success
2026-02-17 11:45:40,ifconfig,en0,6e:0e:0a:91:8d:b7 / 10.4.144.199,Captured
2026-02-17 11:46:17,arp,local,3 devices,Captured
